name,link,num_nodes,num_edges,services,goals
Airbnb: Securing MultiTenant Kubernetes Clusters at Scale,https://www.youtube.com/watch?v=WS2Qgx0qgCM,6,8,"EC2,OpenSearch,STS,CloudTrail,IAM",control
Epsagon: Automatically Tracing and Analyzing Billions of AWS Serverless Events,https://www.youtube.com/watch?v=AzM_d7ZvzUE,11,20,"DynamoDB,Glue,Firehose,Athena,Aurora,S3,Lambda,Kinesis",data_ingestion
Intuit: Serving 7 Million Customers Using Amazon Connect,https://www.youtube.com/watch?v=6LcSv9XocTY,11,18,"ThirdParty,Firehose,Transcribe,Connect,Comprehend,Athena,UserConsumerWeb,S3,Lambda","data_ingestion,interactive"
Hexagon HxDR: Cloud-Based Visualization of Spatial Data,https://www.youtube.com/watch?v=3yJZ6rPoZfg,7,9,"VPC,UserConsumerEdge,EC2,SQS,S3,EKS",compute_intensive
TRI-AD: Large-Scale and High-Performance Distributed Training Platform,https://www.youtube.com/watch?v=JRDGId6N49E,6,3,"ThirdParty,EC2,ServiceCatalog,CloudFormation,S3",compute_intensive
Hudl: Ingesting and Transcoding Video Data Using AWS,https://www.youtube.com/watch?v=KgRib8AM0fs,7,8,"UserConsumerEdge,EC2,UserConsumerWebMobile,SQS,S3,Lambda,CloudWatch",compute_intensive
Homegate AG: A Serverless Real Estate Platform,https://www.youtube.com/watch?v=eEfWd4EgH_s,10,10,"StepFunctions,DynamoDB,ApiGateway,Lambda,CloudWatch,SNS,UserCompanyDataStream",data_ingestion
Syntax: Extract and Leverage SAP Data with AWS Services,https://www.youtube.com/watch?v=YV8e36ZywLk,5,4,"ThirdParty,KinesisDataStream,S3,Lambda,SNS",other
Nasuni: Building a Global File Lock Service on AWS,https://www.youtube.com/watch?v=_vjB_vF4Uec,6,9,"UserConsumerEdge,DynamoDB,EC2,ELB,Lambda,Route53",interactive
Marathon Oil: Automating Drone Image Processing to Monitor Equipment Health,https://www.youtube.com/watch?v=ww5fiygF6eg,10,20,"StepFunctions,ThirdParty,UserCompanyDrone,StorageGateway,S3,Lambda,CloudWatch","data_ingestion,interactive"
Swiss Post Ltd: Security and Compliance of AWS Accounts at Scale German,https://www.youtube.com/watch?v=a1sEfGVDpEQ,10,13,"StepFunctions,ThirdParty,Firehose,GuardDuty,SecurityHub,S3,Lambda",data_ingestion
Aramex: Leveraging AI ML to Enhance Customer Experience,https://www.youtube.com/watch?v=JVcKidzqpYY,9,13,"DynamoDB,RedShift,Glue,ApiGateway,UserConsumerMobile,S3,SageMaker,Lambda,UserCompanyDataStream","data_ingestion,interactive"
"SoftChef: Building AWS Iot Application Using an Innovative, Fully Serverless Architecture (Mandarin)",https://www.youtube.com/watch?v=FHdtOtznWuA,10,18,"IoTCore,UserConsumerEdge,DynamoDB,CloudFormation,UserConsumerWebMobile,ApiGateway,Greengrass,Cognito,Lambda,ServerlessApplicationRepository",control
Fugue: Staying in Compliance by Automating Drift Detection,https://www.youtube.com/watch?v=Gds8hl8dKuo,8,12,"DynamoDB,EC2,UserCompanyAgent,KMS,SQS,S3,SNS",control
SonarSource: Automatic Code Analysis in the Cloud with AWS,https://www.youtube.com/watch?v=u3ZwnulzLnU,8,13,"Fargate,ThirdParty,EC2,SQS,Aurora,Lambda,UserCompanyDeveloper",data_ingestion
OLX Autos: Building Developer Platform for Rapid Global Expansion,https://www.youtube.com/watch?v=1aYoIZvabbk,6,5,"ALB,SQS,UserCompanyDeveloper,EKS,SNS,Route53",control
Datacoral: Using Serverless to Create Data Pipelines,https://www.youtube.com/watch?v=JiWHomdh1oI,7,11,"DynamoDB,RedShift,Lambda,S3,UserCompanyDataStream",data_ingestion
DBS Bank: Architecting Quant Pricing Engine for Performance with Amazon ElastiCache,https://www.youtube.com/watch?v=bqZWYmRAka0,5,5,"ThirdParty,UserConsumerAPI,ElastiCache,ALB,ECS",compute_intensive
Anchor Operating System: Building a Serverless Guest Sightseeing Journey Seamlessly,https://www.youtube.com/watch?v=c-1GXhOOOww,9,16,"UserConsumerAPI,DynamoDB,ThirdParty,Lambda,SQS,ApiGateway,UserConsumerMobile,S3,AppSync",interactive
Akatsuki: Building Stable and Scalable Large Scale Game Servers with Amazon ECS (Japanese),https://www.youtube.com/watch?v=7dtomip_VXc,8,11,"AutoScaling,ElastiCache,ALB,ECS,UserConsumerMobile,Aurora,Lambda,CloudWatch",interactive
CEPSA: Finding the Best Internal Talent Using Amazon Neptune Spanish,https://www.youtube.com/watch?v=FftalZUxyiM,9,14,"StepFunctions,DynamoDB,Neptune,UserConsumerWeb,ApiGateway,S3,Lambda",data_ingestion
Klika Tech and Stonehenge: Smart Apartments with Alexa  AWS IoT Special Episode,https://www.youtube.com/watch?v=XgJUsBDQILQ,9,8,"IoTCore,DynamoDB,OpenSearch,QuickSight,IoTAnalytics,Lambda,AlexaForBusiness,RDS,UserConsumerIOT",data_ingestion
JFrog: Distribute Software Artifacts securely using SaaS Solutions,https://www.youtube.com/watch?v=nvhG60gFbso,13,16,"VPC,ThirdParty,NLB,EC2,PrivateLink,TransitGateway,S3,DirectConnect,EKS,RDS",interactive
Smadex: Serving Billions of Ads with Amazon ElastiCache for Redis (Spanish),https://www.youtube.com/watch?v=l0mvXogANE4,8,14,"ElastiCache,EC2,Athena,UserConsumerWeb,SQS,S3,Lambda","data_ingestion,interactive"
Next Caller: Phone Caller Fraud Detection with AWS Sagemaker,https://www.youtube.com/watch?v=K27WjYwyqw8,8,11,"DynamoDB,SQS,ApiGateway,UserConsumerMobile,SageMaker,S3,Lambda",interactive
Jubilant FoodWorks: Driving a Quality Customer Experience Using Data Lake,https://www.youtube.com/watch?v=G07keU4g-LU,10,21,"ThirdParty,RedShift,UserCompanyAnalyst,UserConsumerPOS,DMS,EMR,Athena,UserConsumerMobile,S3",data_ingestion
AWS Solutions:  AI Powered Speech Analytics for Amazon Connect,https://www.youtube.com/watch?v=kD57QUn5myc,10,12,"DynamoDB,UserCompanyAgent,Transcribe,Connect,Comprehend,UserConsumerMobile,S3,Lambda,Kinesis,Translate",other
Depop: RealTime Data Ingestion and Analysis,https://www.youtube.com/watch?v=pwxhclKcMas,10,13,"Glue,UserCompanyAPI,EMR,Athena,S3,Lambda,Kinesis","data_ingestion,compute_intensive"
FanFight: Building a Realtime Fantasy League Gaming Platform on AWS,https://www.youtube.com/watch?v=3WgTBTDlQN8,9,14,"RedShift,UserCompanyAPI,EC2,EMR,ApiGateway,UserConsumerMobile,S3,Lambda,CloudWatch","data_ingestion,interactive"
ZS Associates: Building a SelfService Enterprise Data Engineering Platform,https://www.youtube.com/watch?v=JG5p-i8Cr2E,11,24,"Glue,EC2,IAM,EMR,SQS,SES,S3,EKS,RDS,UserCompanyDeveloper",control
Voodoo: Perform Recommendations Using Machine Learning (French),https://www.youtube.com/watch?v=G5tNCpmD2uQ,9,12,"DynamoDB,EC2,EMR,ALB,UserConsumerMobile,SageMaker,S3,ECS",interactive
Threat Stack: Proactive Risk Identification and Real-time Threat Detection across AWS,https://www.youtube.com/watch?v=INog0_9tCtY,14,19,"VPC,ThirdParty,EC2,OpenSearch,UserCompanyAnalyst,CloudTrail,EMR,Athena,S3,SageMaker",data_ingestion
Healthfirst: Wrangling Data the Event Driven Way,https://www.youtube.com/watch?v=XpFNznmRoQ0,12,16,"StepFunctions,RedShift,Glue,Lambda,CloudFormation,SQS,S3,SageMaker,UserCompanyDataStream",data_ingestion
Adikteev: ROI Analysis of Advertising Campaigns From Data Ingestion to Prediction Dashboards,https://www.youtube.com/watch?v=az-C2c33trQ,8,17,"ThirdParty,RedShift,UserConsumerWeb,S3,EKS,RDS",data_ingestion
HubSpot: Task Queueing System Built on top of Amazon SQS,https://www.youtube.com/watch?v=aOY6YCpcjz8,11,14,"SQS,ThirdParty,UserCompanyAPI,EC2",compute_intensive
Capillary Technologies: Building an OmniChannel Data Ingestion Platform,https://www.youtube.com/watch?v=KywvGM6HVXI,11,22,"DynamoDB,EC2,ALB,UserConsumerWeb,ApiGateway,SQS,Lambda,Kinesis,UserCompanyDeveloper",data_ingestion
Pernod Ricard: Shortening URLs on a Global Scale with Low Latency French,https://www.youtube.com/watch?v=F4KDOGNpSoI,14,19,"DynamoDB,Glue,CloudFront,Firehose,LambdaAtEdge,Athena,ApiGateway,UserConsumerMobile,S3,Lambda,RDS,UserCompanyDeveloper","data_ingestion,interactive"
Wix: Serverless Platform for End-to-End Browser Testing using Chromium on AWS Lambda,https://www.youtube.com/watch?v=hbz63Ve-eIY,6,13,"DynamoDB,CloudWatch,S3,Lambda,Cognito,UserCompanyDeveloper",control
Contino: Measuring and Communicating The Business Impact of Landing Zones with Flight Controller,https://www.youtube.com/watch?v=unFVfqj9cQ8,8,7,"Timestream,CodePipeline,DynamoDB,SystemsManager,Grafana,ControlTower,EventBridge,Lambda",data_ingestion
BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,https://www.youtube.com/watch?v=RU__HBEMDvQ,9,10,"StepFunctions,RedShift,Glue,UserCompanyAnalyst,QuickSight,EMR,S3,SageMaker,UserCompanyDataStream",data_ingestion
CloudHealth by VMware: Secure State. Manages Over 50M Assets from Billions of Events on AWS,https://www.youtube.com/watch?v=6EUknQqaV1w,9,11,"ThirdParty,DynamoDB,OpenSearch,Neptune,KinesisDataStream,UserCompanyDataStream,CloudWatch",data_ingestion
Carbon by Indigo: Carbon Credits for Regenerative Agriculture,https://www.youtube.com/watch?v=FfSNnH2bbNc,8,19,"Fargate,ElastiCache,EC2,UserConsumerWeb,S3,UserConsumerSatellite,Lambda,RDS","data_ingestion,interactive"
ZS Associates: Intelligent Process Automation Using AWS AI Services,https://www.youtube.com/watch?v=mq3XuoN0rUM,9,13,"Polly,ThirdParty,EC2,VPCPeering,Transcribe,Comprehend,S3,RDS,UserCompanyDeveloper",compute_intensive
SynchroNet: Extending User Automation and Amazon WorkSpaces Provisioning with AWS Step Functions,https://www.youtube.com/watch?v=Q6r_QbYXFpg,11,9,"StepFunctions,ThirdParty,WorkSpaces,SQS,ApiGateway,S3,Lambda,Cognito,RDS",other
Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,https://www.youtube.com/watch?v=Yju3yReAQtc,7,7,"DynamoDB,CloudFront,OpenSearch,ApiGateway,S3,Lambda,UserCompanyInternalPlatform",interactive
Property Finder: Running Production Workloads with Amazon EKS on 100% Amazon EC2 Spot Instances,https://www.youtube.com/watch?v=cnZeOytEkIM,6,6,"EC2,ALB,UserConsumerWeb,EventBridge,Lambda,EKS",interactive
L&T Technology Services: Monitor & Analyze the Health of Industrial Equipment Using LTTS UBIQWeise,https://www.youtube.com/watch?v=DrkaU99l9S8,12,13,"IoTCore,UserConsumerEdge,ThirdParty,QuickSight,UserConsumerWeb,SageMaker,S3,Lambda,Kinesis,IoTAnalytics",data_ingestion
PwC: Streamlining Asset Tracking with Amazon Managed Blockchain,https://www.youtube.com/watch?v=KzJKdUZ3Ba4,4,6,"IoTCore,ThirdParty,UserConsumerMobile",interactive
"Main Street America Insurance: The Independent Agent Portal, Breaking up the Monolith",https://www.youtube.com/watch?v=wjtSHyENv0I,8,14,"DynamoDB,EC2,CloudFront,UserConsumerWeb,ApiGateway,S3,Lambda",interactive
Homesite: Event-Driven Data Analytics Platform Using Amazon Neptune,https://www.youtube.com/watch?v=j9OZ-7aCAyA,9,15,"StepFunctions,ThirdParty,DynamoDB,Glue,Lambda,Neptune,SQS,S3,UserCompanyDataStream",data_ingestion
Astana International Exchange: Running a Stock Exchange in the Cloud,https://www.youtube.com/watch?v=IP03SkGbP-U,8,7,"DynamoDB,EC2,ALB,UserConsumerWeb,ECR,ECS,RDS,Route53",interactive
Bitmovin: Distributed Video Encoding on AWS,https://www.youtube.com/watch?v=lcLw-Le_tXQ,6,7,"EC2,UserConsumerAPI,EKS,S3",compute_intensive
Viz ai: Improving Outcomes for Stroke Victims Using Artificial Intelligence Special Episode,https://www.youtube.com/watch?v=jpewc52m4tg,17,14,"ThirdParty,EC2,CloudFront,KMS,GuardDuty,Macie,SQS,VPN,Inspector,UserConsumerMobile,S3,Lambda,RDS,UserConsumerIOT",compute_intensive
Novartis - Buying Engine: AI-powered Procurement Portal,https://www.youtube.com/watch?v=vp8oPiHN4cA,14,19,"StepFunctions,DynamoDB,OpenSearch,Neptune,UserConsumerWeb,ApiGateway,SageMaker,S3,Lambda,Kinesis","data_ingestion,interactive"
ContactSuite: Automated Omni-Channel Service Desk Workflow,https://www.youtube.com/watch?v=BPvr0qWpJlA,10,9,"DynamoDB,UserCompanyAgent,Connect,UserCompanyCRM,UserConsumerMobile,Lambda,ECS,RDS,UserCompanyDataStream",interactive
Expedia: Salesforce Integration with AWS,https://www.youtube.com/watch?v=f5EJBUfGZtw,10,8,"UserConsumerAPI,ThirdParty,Glue,EC2,SQS,Aurora,S3,Lambda,ECS",data_ingestion
mimik: Hybrid Edge Cloud Leveraging AWS to Support Edge Microservice Mesh,https://www.youtube.com/watch?v=-S-R7MWRpaI,8,11,"ThirdParty,DynamoDB,Firehose,UserConsumerMobile,S3,Kinesis,EKS","data_ingestion,interactive"
Zillow: Near Real-Time Natural Language Processing (NLP) for Customer Interactions,https://www.youtube.com/watch?v=w-qGSyzDL6g,12,16,"ThirdParty,UserCompanyAnalyst,Firehose,Lambda,Transcribe,Batch,ECR,S3,UserCompanyDataStream,ECS,SNS",data_ingestion
PixelStrings by Cinnafilm: A Flexible & Scalable Platform for Video Audio Optimization & Conversion,https://www.youtube.com/watch?v=BZ32w0SSAoY,7,19,"ThirdParty,EC2,UserConsumerWeb,S3,Lambda",compute_intensive
Accolade: Security and Operational Excellence in Healthcare LIVE,https://www.youtube.com/watch?v=Jz2RPRhF6Fs,10,13,"ThirdParty,DynamoDB,CloudFront,ELB,LambdaAtEdge,ALB,ApiGateway,UserConsumerMobile,Lambda",interactive
Snap: Journey of a Snap on Snapchat Using AWS,https://www.youtube.com/watch?v=Cgv0kfp_6xQ,10,14,"ElastiCache,DynamoDB,CloudFront,UserConsumerMobile,S3,EKS",interactive
Freightways: Delivering 50M packages with Serverless Tracking Solution,https://www.youtube.com/watch?v=E8wYXtvGy5k,10,12,"Fargate,DynamoDB,SQS,UserConsumerWeb,UserConsumerMobile,Lambda,SNS",interactive
Veracode: Eliminating Application Security Bugs Through DevSecOps at Scale,https://www.youtube.com/watch?v=Wk9mCHyjtBU,10,16,"ThirdParty,DynamoDB,EC2,KMS,Batch,UserConsumerWeb,S3,Lambda","compute_intensive,interactive"
WarnerMedia: Cloudbased Linear Playout System,https://www.youtube.com/watch?v=hMK2NJ-q9nc,6,5,"EC2,CloudFormation,S3,DirectConnect,UserCompanyEdge,UserCompanyDataStream",compute_intensive
Replicon: MultiTenant SaaS Solution with Bring Your Own Key BYOK Encryption for Enterprises,https://www.youtube.com/watch?v=8ZRWzn0G39g,12,38,"Fargate,UserConsumerAPI,DynamoDB,EC2,KMS,ApiGateway,Aurora,ECS,EKS",interactive
Extreme Reach: The AdBridge Platform on AWS Handles 80%+ of all Commercials in the US,https://www.youtube.com/watch?v=5EmA67lSJEs,11,20,"UserConsumerAPI,EC2,CloudFront,ELB,WAF,SQS,UserConsumerWeb,S3","compute_intensive,interactive"
NextRoll: Driving OpEx Efficiency for Ad Bidding Engines LIVE,https://www.youtube.com/watch?v=WxMBuBBIwpI,6,7,"EC2,ELB,EBS,S3,Lambda,ECS",data_ingestion
Spot.io: Optimizing Cloud Infrastructure Through Secure Cost Aware Automation,https://www.youtube.com/watch?v=A4Lfk1Zz1dE,8,5,"EC2,CloudFormation,IAM,Aurora,SageMaker,EKS",control
EMnify: Building a Cloud Native Mobile Network for IoT Leveraging AWSs Global Infrastructure,https://www.youtube.com/watch?v=SC6n6J8Bi58,11,15,"ThirdParty,EC2,UserConsumerDeveloper,ApiGateway,Aurora,DirectConnect,ECS,UserConsumerIOT",interactive
ABEJA: Building a Machine Learning Platform that Fully Utilizes Container Technologies Japanese,https://www.youtube.com/watch?v=66h7DrOEF5k,9,9,"ThirdParty,DynamoDB,EC2,CloudWatch,ALB,S3,Lambda,ECS",compute_intensive
Advance Local: Automating CrossTeam Collaboration with AWS Lambda,https://www.youtube.com/watch?v=1SwHH7qQ6Pc,10,13,"ThirdParty,DynamoDB,ApiGateway,UserConsumerMobile,S3,Lambda,Cognito","control,interactive"
Keen Eye: Building Deep Learning Models for Digital Pathology Image Analysis,https://www.youtube.com/watch?v=2XVgpMwY5iE,7,12,"FSX,UserCompanyAgent,IAM,SageMaker,S3,UserCompanyDataStream,EKS",data_ingestion
Openfit: ChatOps with Slack and AWS Lambda,https://www.youtube.com/watch?v=Kebb0LOVC28,9,21,"ThirdParty,CodePipeline,ApiGateway,ECR,Lambda,SNS,CodeBuild,UserCompanyDeveloper",control
Grabyo: Using Serverless for Smart Capacity Provisioning and Orchestration,https://www.youtube.com/watch?v=ktonI7J3kLY,5,8,"Lambda,CloudWatch,DynamoDB,EC2","control,interactive"
CleverTap: Building a Fully Version Controlled Infrastructure as Code on AWS,https://www.youtube.com/watch?v=JcHSFIZMYHc,8,9,"ThirdParty,CodePipeline,CloudFormation,ApiGateway,S3,Lambda,CodeBuild",control
Deep Instinct: Collecting RT Statistics and Applying RT Decisions with Lambda@Edge,https://www.youtube.com/watch?v=IV3KuMGVNXI,7,17,"DynamoDB,CloudFront,UserCompanyAgent,LambdaAtEdge,S3",interactive
Strikingly: Build a Website in 20 Minutes on AWS,https://www.youtube.com/watch?v=plce6pRdx6o,8,6,"ElastiCache,EC2,ELB,SQS,ECS,SNS,RDS",other
Delhivery: Building a Supply Chain Technology Platform for Speed  Network Optimization,https://www.youtube.com/watch?v=WZ4YL4Z177Q,12,14,"UserConsumerAPI,EC2,OpenSearch,UserConsumerWebMobile,ApiGateway,S3,Lambda,Kinesis,ECS,SNS,RDS","data_ingestion,interactive"
DataDog: Scaling Kubernetes with Metaclusters on AWS,https://www.youtube.com/watch?v=wzj2VQutJws,9,8,"ELB,EC2",control
Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,https://www.youtube.com/watch?v=R-DPMUjZEf4,7,6,"EC2,NLB,ELB,UserConsumerWeb,RDS",other
HBO Max: Using Canaries for Outside-in Validation,https://www.youtube.com/watch?v=D9qTotVJYss,6,10,"UserCompanyAgent,Lambda,S3,AppSync,CloudWatch,Amplify",data_ingestion
Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,https://www.youtube.com/watch?v=dAQhNjwkOX8,14,24,"Lex,UserConsumerAPI,OpenSearch,QuickSight,UserCompanyAgent,Comprehend,ApiGateway,SageMaker,Lambda,SNS,RDS","data_ingestion,interactive"
HP: Serverless Data Pipeline to Process Manufacturing Data From Assembly Lines in Near Real-Time,https://www.youtube.com/watch?v=KM5ONS2fnG0,10,20,"DynamoDB,Glue,OpenSearch,Lambda,Athena,Aurora,S3,UserCompanyDataStream,Kinesis",data_ingestion
Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,https://www.youtube.com/watch?v=SpIlpGxuwFM,8,8,"ThirdParty,DynamoDB,KinesisDataStream,ApiGateway,Lambda,CloudWatch,SNS,UserCompanyDeveloper",other
Leaven: Machine Learning at Massive Scale to Protect Human Life,https://www.youtube.com/watch?v=cZuoiXQ0xUk,8,13,"ThirdParty,DynamoDB,UserCompanyAgent,MediaConvert,SageMaker,S3,Lambda",compute_intensive
DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,https://www.youtube.com/watch?v=cmlhEbm1kPk,9,18,"Lex,Polly,DynamoDB,MediaConnect,Transcribe,S3,Lambda,Translate",compute_intensive
Zalando: Highly Scalable Data Processing Pipeline,https://www.youtube.com/watch?v=RxAmb57NCPM,13,12,"ThirdParty,UserCompanyAPI,SQS,S3,Lambda,SNS",data_ingestion
Snyk: CICD Pipelines and Security Controls for Application Developers,https://www.youtube.com/watch?v=iWK0iRUi-b4,8,12,"StepFunctions,CodePipeline,DynamoDB,UserConsumerWeb,ApiGateway,S3,EventBridge,Lambda",interactive
NuData Security: Identity Validation with Amazon SageMaker,https://www.youtube.com/watch?v=c2TGPlvAHLs,6,5,"StepFunctions,RedShift,ApiGateway,SageMaker,S3,Lambda","compute_intensive,interactive"
Hancom: Building a Real-time Office Collaboration Service (Korean),https://www.youtube.com/watch?v=qgW8LQ8iBuA,10,4,"ThirdParty,ElastiCache,EC2,UserCompanyAgent,ELB,Aurora,S3",data_ingestion
Panasonic Avionics: Weather Data and ML Models Improve In-Flight Entertainment Customer Satisfaction,https://www.youtube.com/watch?v=Pc7_uOdlGKo,9,9,"Glue,QuickSight,UserCompanyAgent,Athena,UserConsumerMobile,SageMaker,S3,LakeFormation",data_ingestion
TrueBlue: Scaling Job Matching with a Serverless Delta Lake,https://www.youtube.com/watch?v=iKYvG5aiIn8,9,7,"StepFunctions,ThirdParty,Glue,UserCompanyAnalyst,DMS,SQS,S3,EventBridge",data_ingestion
Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,https://www.youtube.com/watch?v=mpgM2qeAfaQ,9,10,"KinesisVideo,UserCompanyAnalyst,UserConsumerWebMobile,ApiGateway,Lambda,Kinesis,Rekognition,UserConsumerIOT",compute_intensive
Bajaj Housing Finance Limited: Serverless Data Pipelines with AWS Glue and Amazon Aurora PGSQL,https://www.youtube.com/watch?v=uNAmsoLed1E,10,15,"Glue,EC2,Lambda,DMS,KMS,Aurora,S3,UserCompanyDataStream,RDS",data_ingestion
Cookpad: Security Architecture to Monitor and Analyze Secure Logs using AWS (English),https://www.youtube.com/watch?v=qN5-v4NlKac,10,10,"ThirdParty,EC2,Firehose,CloudTrail,Athena,S3,Lambda",data_ingestion
Enimbos:Creating a Saving Costs Management Platform using Serverless Compute Engine on AWS Span ,https://www.youtube.com/watch?v=DkPPwq517aE,10,14,"Fargate,CloudFront,WAF,CloudWatch,UserConsumerWeb,ApiGateway,SQS,S3,ECS,RDS","control,interactive"
NAB: Automating Cloud Governance at the National Australia Bank,https://www.youtube.com/watch?v=7V8wTCkjOqo,7,7,"ThirdParty,DynamoDB,Lambda,ECS,SNS,RDS",other
"Love, Bonito: Achieving Scalability Using Magento with Kubernetes",https://www.youtube.com/watch?v=BX1K8x1lVLc,8,14,"ElastiCache,EC2,CloudFront,UserConsumerWeb,ECR,Aurora,S3,EKS",interactive
Mobilewalla: S3 Access Monitoring Using ML,https://www.youtube.com/watch?v=8s0wGRkiDrw,5,4,"OpenSearch,Lambda,SNS,S3",data_ingestion
Lean Grids Services: Adaptable Data Platform Based on a Serverless Architecture Spanish,https://www.youtube.com/watch?v=J4vHfpL66Zk,10,17,"StepFunctions,UserConsumerAPI,RedShift,QuickSight,DMS,EMR,Athena,S3,SageMaker,Kinesis",data_ingestion
IHS Markit: Virtual Instructor-Led Trainings with IHS Markit (now part of S&P Global),https://www.youtube.com/watch?v=7LziNjUTo7w,9,16,"FSX,EC2,SystemsManager,CloudFormation,UserConsumerWeb,Lambda,RDS,AppStream",interactive
Mytona: How a ML Recommendation System was Built for Gaming,https://www.youtube.com/watch?v=XUCGMzLx8wY,8,9,"MSK,EC2,ECR,UserConsumerMobile,SageMaker,S3,Lambda,ECS",data_ingestion
econda GmbH: Building a RealTime Personalization Engine with Amazon Sagemaker and AWS ECS,https://www.youtube.com/watch?v=OuQvFd44vw4,10,9,"ThirdParty,SecretsManager,UserCompanyAPI,ECR,SageMaker,S3,Lambda,ECS","compute_intensive,interactive"
Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,https://www.youtube.com/watch?v=tVjrkpjWG5o,7,8,"ThirdParty,UserConsumerAPI,EC2,EMR,S3,RDS","data_ingestion,compute_intensive"
Qonto: How to Leverage Serverless Technologies to Quickly Achieve PCIDSS Compliance French,https://www.youtube.com/watch?v=aN26J-7q9Hw,10,13,"ThirdParty,NAT,EC2,ELB,SystemsManager,KMS,ApiGateway,UserConsumerMobile,Lambda",control
Capgemini: Refactoring a Data Warehouse to Amazon Redshift,https://www.youtube.com/watch?v=5f3z1Z_9BJA,11,17,"RedShift,EC2,StorageGateway,S3,DirectConnect,RDS,UserCompanyDataStream",data_ingestion
Telecoming: How To Save Up to 70% Using Fargate Spot on a Test Automation Platform (Spanish),https://www.youtube.com/watch?v=OrC9cLYMbas,5,7,"Fargate,ThirdParty,EC2,S3,RDS",control
SundaySky: Create Personalized Videos in Real Time on GPU-based Spot Instances for Video Rendering,https://www.youtube.com/watch?v=6CgqEzyWpeA,12,19,"StepFunctions,EC2,CloudFront,UserConsumerWebMobile,SQS,ApiGateway,S3,Lambda,CloudWatch","compute_intensive,interactive"
Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,https://www.youtube.com/watch?v=ccPhkyPm_3w,6,6,"MSK,OpenSearch,EMR,S3,UserCompanyDataStream,EKS",data_ingestion
1plusX: A RealTime Data Management Platform on AWS,https://www.youtube.com/watch?v=XqsgQxyZ2Tw,11,16,"ThirdParty,UserConsumerAPI,EMR,S3,ECS",data_ingestion
HeyJobs: Moving to a Serverless Data Platform to Process and Enrich Over 3 Million Records a Day,https://www.youtube.com/watch?v=O11BgSm7V14,10,13,"SQS,UserConsumerWeb,Aurora,SageMaker,EventBridge,Lambda,ECS,SNS",data_ingestion
"MindTickle: Building a Secure, Automated, Multi-Region Architecture on AWS",https://www.youtube.com/watch?v=PgeQufaQy7I,8,8,"CloudFront,CloudFormation,LambdaAtEdge,ALB,UserConsumerWeb,EKS,RDS,Route53",interactive
Taysols: Next Best Offer Recommendation System using Amazon SageMaker,https://www.youtube.com/watch?v=GJ1So_pbZWk,9,23,"DynamoDB,RedShift,Glue,UserConsumerWeb,S3,EFS,Lambda,SageMaker",data_ingestion
AWS Solutions: RealTime IoT Device Monitoring with Kinesis Data Analytics,https://www.youtube.com/watch?v=uWUAcc68MWI,11,15,"IoTCore,DynamoDB,CloudFront,Firehose,UserConsumerWeb,KinesisAnalytics,S3,Lambda,Cognito",data_ingestion
Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,https://www.youtube.com/watch?v=QJZHs1CSxu0,6,6,"DynamoDB,SQS,UserConsumerMobile,S3,Lambda,EKS",compute_intensive
Sanofi with TeamWork: OnDemand Data Science Environment,https://www.youtube.com/watch?v=2L0m28ZLmtE,13,11,"ThirdParty,DynamoDB,EC2,CloudFront,ServiceCatalog,Comprehend,ApiGateway,S3,SageMaker,Lambda,Cognito,Translate",compute_intensive
Temenos: Building Serverless Banking Software at Scale,https://www.youtube.com/watch?v=mtZvA7ARepM,9,16,"Fargate,UserConsumerAPI,DynamoDB,ELB,ApiGateway,Lambda,Kinesis,RDS",interactive
NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,https://www.youtube.com/watch?v=ZPsBzAwJzoI,12,17,"ThirdParty,DynamoDB,EC2,CloudFront,MediaConnect,MediaLive,LambdaAtEdge,MediaConvert,S3,MediaPackage,UserConsumerTV",interactive
Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,https://www.youtube.com/watch?v=QnwfcDZkwh8,13,18,"Fargate,Firehose,OnPremDC,WAF,ALB,VPN,UserConsumerWeb,UserConsumerMobile,S3,MemoryDB,CloudWatch,UserCompanyDeveloper,UserConsumerTV",interactive
Aventri: SaaS Solution for Event Management,https://www.youtube.com/watch?v=pZ7Lr94noLo,13,15,"Fargate,DynamoDB,UserConsumerWeb,ApiGateway,SQS,S3,Lambda,Chime",interactive
Accellion kiteworks: Cost-Effective CI CD Platform Using Amazon EC2 Spot,https://www.youtube.com/watch?v=FqCs3BD6qvo,6,10,"VPC,ThirdParty,EC2,VPN,UserCompanyDeveloper",control
